filepath,class,source,split
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02197.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01671.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01011.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01007.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02198.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01483.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01005.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01484.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01672.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01673.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02199.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00239.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00240.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01012.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01006.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01007.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02200.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01013.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01153.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02201.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02202.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01243.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01244.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01014.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01674.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01485.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01015.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01016.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00819.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01017.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01008.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01486.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01008.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01018.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02203.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00820.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00241.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00821.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01009.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_CCMT_01154.jpg,Corn___Healthy,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01245.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02204.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01246.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01010.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02205.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01155.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01009.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01487.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01247.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01488.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01248.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02206.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01675.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01489.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01676.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00242.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01677.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01019.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01020.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01490.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01491.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01678.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02207.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01156.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01249.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01250.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01011.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02208.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01021.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01157.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01010.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02209.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00822.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02210.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02211.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01158.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01159.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02212.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01679.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01011.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01680.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00823.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01251.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01160.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00824.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01012.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00825.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01492.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01493.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01252.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00826.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02213.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01681.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_CCMT_01161.jpg,Corn___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01494.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01253.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02214.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01682.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01013.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01683.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02215.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01162.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02216.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01012.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00243.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01254.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01163.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01014.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02217.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02218.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01495.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01022.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01684.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01255.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01496.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02219.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01685.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01013.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02220.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01256.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01257.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01497.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01258.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01259.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02221.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01023.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02222.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01024.jpg,Cassava___Mosaic,CCMT,val
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02223.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02224.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01015.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_PV_01164.jpg,Corn___Healthy,PV,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01014.jpg,Corn___Common_Rust,PV,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01498.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02225.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01015.jpg,Corn___Common_Rust,PV,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00827.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01016.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01016.jpg,Corn___Common_Rust,PV,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02226.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01017.jpg,Corn___Common_Rust,PV,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01499.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02227.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01500.jpg,Corn___Gray_Leaf_Spot,PV,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01017.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_PV_01165.jpg,Corn___Healthy,PV,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01501.jpg,Corn___Gray_Leaf_Spot,PV,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01502.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01686.jpg,Corn___Northern_Leaf_Blight,PV,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01018.jpg,Corn___Common_Rust,PV,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01025.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02228.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00828.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01026.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01018.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01027.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_CCMT_01166.jpg,Corn___Healthy,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02229.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02230.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01019.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01503.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00244.jpg,Corn___Fall_Armyworm,CCMT,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01504.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_PV_01167.jpg,Corn___Healthy,PV,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02231.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01028.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_PV_01168.jpg,Corn___Healthy,PV,test
data/processed/test/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01687.jpg,Corn___Northern_Leaf_Blight,PV,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02232.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01505.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02233.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00829.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02234.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01688.jpg,Corn___Northern_Leaf_Blight,PV,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01506.jpg,Corn___Gray_Leaf_Spot,PV,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01020.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01507.jpg,Corn___Gray_Leaf_Spot,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01021.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00830.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01022.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01029.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01019.jpg,Corn___Common_Rust,PV,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02235.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01023.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01260.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Corn___Healthy/Corn___Healthy_PV_01169.jpg,Corn___Healthy,PV,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01024.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01030.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01261.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01025.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02236.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00831.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01031.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02237.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01262.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00832.jpg,Corn___Streak_Virus,CCMT,test
data/processed/test/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01689.jpg,Corn___Northern_Leaf_Blight,PV,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01026.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02238.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01263.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Cassava___Healthy/Cassava___Healthy_CCMT_01027.jpg,Cassava___Healthy,CCMT,test
data/processed/test/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02239.jpg,Cassava___Bacterial_Blight,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01264.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Cassava___Mosaic/Cassava___Mosaic_CCMT_01032.jpg,Cassava___Mosaic,CCMT,test
data/processed/test/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01265.jpg,Cassava___Brown_Spot,CCMT,test
data/processed/test/Corn___Common_Rust/Corn___Common_Rust_PV_01020.jpg,Corn___Common_Rust,PV,test
